card_id,mechanic
EX1_134,COMBO
CS2_162,TAUNT
BRMC_89,WINDFURY
LOEA09_8,TAUNT
GVG_102,BATTLECRY
GVG_022,COMBO
GVG_007,TOPDECK
EX1_295,SECRET
LOEA10_2H,AI_MUST_PLAY
CS2_122,AURA
LOE_077,AURA
OG_272,DEATHRATTLE
GVG_080,BATTLECRY
NAX13_02,AI_MUST_PLAY
CFM_063,BATTLECRY
CFM_656,BATTLECRY
XXX_101,ImmuneToSpellpower
CFM_712_t25,JADE_GOLEM
LOEA13_2H,AI_MUST_PLAY
BRM_001e,TAG_ONE_TURN_EFFECT
GVG_066,FORGETFUL
GVG_066,WINDFURY
TB_SPT_DPromoMinionInit,BATTLECRY
TB_SPT_DPromoMinionInit,DEATHRATTLE
EX1_025,BATTLECRY
TB_FW_Boom_Weapon,InvisibleDeathrattle
EX1_046e,TAG_ONE_TURN_EFFECT
OG_312,BATTLECRY
OG_337,BATTLECRY
OG_337,TAUNT
TU4c_008e,TAG_ONE_TURN_EFFECT
FP1_016,BATTLECRY
OG_283,BATTLECRY
OG_283,DIVINE_SHIELD
OG_283,RITUAL
NAX14_02,AI_MUST_PLAY
CFM_712_t16,JADE_GOLEM
CFM_343,BATTLECRY
CFM_343,TAUNT
CFM_343,JADE_GOLEM
NAXM_001,DEATHRATTLE
TBST_005,STEALTH
EX1_029,DEATHRATTLE
EX1_084,AURA
TBST_001,TAUNT
OG_151,DEATHRATTLE
OG_254,BATTLECRY
LOEA02_02h,AI_MUST_PLAY
FP1_029,DEATHRATTLE
BRMA14_6,AI_MUST_PLAY
NEW1_036e2,TAG_ONE_TURN_EFFECT
AT_070,CHARGE
EX1_124,COMBO
KAR_065,BATTLECRY
TB_SPT_DPromoMinionChamp,DEATHRATTLE
EX1_567,WINDFURY
OG_218,ENRAGED
OG_218,TAUNT
AT_059,INSPIRE
CFM_605,BATTLECRY
LOE_029,BATTLECRY
CFM_651,BATTLECRY
BRMC_91,BATTLECRY
AT_057,BATTLECRY
CS2_124,CHARGE
OG_152,WINDFURY
CFM_712_t21,JADE_GOLEM
NAX2_05H,AURA
NAX2_05H,InvisibleDeathrattle
NEW1_023,CANT_BE_TARGETED_BY_SPELLS
NEW1_023,CANT_BE_TARGETED_BY_HERO_POWERS
CFM_648,BATTLECRY
CS2_065,TAUNT
DS1_175,AURA
KAR_A02_06,BATTLECRY
BRMA12_7,EVIL_GLOW
GVG_101,BATTLECRY
TB_Coopv3_009t,TAUNT
EX1_398,BATTLECRY
CS2_151,BATTLECRY
NAX12_02H,AI_MUST_PLAY
GVG_046,BATTLECRY
GVG_046,TAUNT
EX1_165,CHOOSE_ONE
LOE_061,DEATHRATTLE
OG_006,BATTLECRY
AT_081,BATTLECRY
FP1_009,DEATHRATTLE
FP1_009,TAUNT
KAR_061,BATTLECRY
KAR_061,TAUNT
CFM_328,BATTLECRY
BRMA12_6,EVIL_GLOW
OG_149,BATTLECRY
LOE_016t,TAUNT
KAR_094,DEATHRATTLE
CFM_617,BATTLECRY
EX1_033,WINDFURY
EX1_405,TAUNT
XXX_105,ImmuneToSpellpower
OG_220,BATTLECRY
TB_PickYourFate_2_EnchMinion,DEATHRATTLE
TB_FW_Warper,AURA
BRMA13_2,AI_MUST_PLAY
AT_096,BATTLECRY
EX1_562,BATTLECRY
NAX2_05,AURA
NAX2_05,InvisibleDeathrattle
CFM_335,BATTLECRY
AT_091,INSPIRE
EX1_089,BATTLECRY
EX1_310,BATTLECRY
EX1_310,CHARGE
EX1_019,BATTLECRY
TB_Coopv3_104_NewClasses,BATTLECRY
CS2_105e,TAG_ONE_TURN_EFFECT
AT_104,BATTLECRY
FP1_018,SECRET
EX1_023,DIVINE_SHIELD
KARA_08_04e,TAG_ONE_TURN_EFFECT
EX1_136,SECRET
TB_SPT_DPromoMinion,DEATHRATTLE
BRM_004,BATTLECRY
EX1_103,BATTLECRY
NAX8_02H,AI_MUST_PLAY
CS2_059,STEALTH
EX1_608,AURA
EX1_590,BATTLECRY
TB_CoOpv3_BOSS4e,TAG_ONE_TURN_EFFECT
CFM_668t2,BATTLECRY
EX1_032,DIVINE_SHIELD
EX1_032,TAUNT
CFM_659,BATTLECRY
BRMA11_2H,AI_MUST_PLAY
CFM_066,BATTLECRY
KAR_A10_03,AUTOATTACK
AT_047,BATTLECRY
KAR_029,DEATHRATTLE
KAR_A02_06H,BATTLECRY
CFM_712_t15,JADE_GOLEM
LOE_017,BATTLECRY
BRMA11_2,AI_MUST_PLAY
KARA_04_05h,CHARGE
XXX_001,ImmuneToSpellpower
KAR_095,BATTLECRY
CFM_712_t20,JADE_GOLEM
OG_222,BATTLECRY
AT_130,TOPDECK
NEW1_029,BATTLECRY
BRMA17_7,TAUNT
CFM_324t,TAUNT
EX1_396,TAUNT
KARA_00_05e,TAG_ONE_TURN_EFFECT
NEW1_005,COMBO
BRMA02_2t,TAUNT
EX1_522,POISONOUS
EX1_522,STEALTH
OG_121,BATTLECRY
AT_122,BATTLECRY
LOEA15_2H,AI_MUST_PLAY
OG_161,BATTLECRY
GVG_013,AURA
EX1_301,BATTLECRY
EX1_301,TAUNT
AT_011e,AURA
CFM_712_t29,JADE_GOLEM
AT_098,BATTLECRY
BRMA12_3H,EVIL_GLOW
BRMA12_3H,ImmuneToSpellpower
AT_072,BATTLECRY
BRMA01_1H,AI_MUST_PLAY
LOE_019t2,BATTLECRY
LOE_019t2,TAUNT
AT_132_DRUIDe,TAG_ONE_TURN_EFFECT
KAR_A10_07,CHARGE
LOEA16_20e,TAG_ONE_TURN_EFFECT
BRMA12_7H,EVIL_GLOW
BRM_027,DEATHRATTLE
FP1_006,CHARGE
FP1_006,DEATHRATTLE
EX1_414,CHARGE
EX1_414,ENRAGED
CFM_634,STEALTH
LOE_021,SECRET
BRMA04_3H,DEATHRATTLE
NEW1_036e,TAG_ONE_TURN_EFFECT
OG_339,BATTLECRY
OG_339,RITUAL
OG_116,ImmuneToSpellpower
CFM_902,BATTLECRY
CFM_902,DEATHRATTLE
CFM_902,JADE_GOLEM
GVG_085,DIVINE_SHIELD
GVG_085,TAUNT
KAR_026t,TAUNT
CFM_712_t05,JADE_GOLEM
CS2_150,BATTLECRY
GVG_079,DIVINE_SHIELD
EX1_012,DEATHRATTLE
OG_195,CHOOSE_ONE
OG_309,BATTLECRY
KAR_A10_01,AUTOATTACK
KAR_004a,STEALTH
AT_110,INSPIRE
GVG_014,BATTLECRY
EX1_245,SILENCE
FP1_005,STEALTH
CS2_161,STEALTH
OG_080,BATTLECRY
OG_080,DEATHRATTLE
NEW1_032,TAUNT
EX1_573,CHOOSE_ONE
AT_079,BATTLECRY
GVG_006,AURA
TB_SPT_DPromoSecret5,SECRET
AT_039,INSPIRE
FP1_020,SECRET
CFM_712_t23,JADE_GOLEM
CFM_649,BATTLECRY
BRM_008,BATTLECRY
EX1_612o,TAG_ONE_TURN_EFFECT
OG_280,BATTLECRY
NAX11_02H,AI_MUST_PLAY
TB_CoOpv3_Boss_NewClasses,TAUNT
TB_CoOpv3_Boss_NewClasses,InvisibleDeathrattle
GVG_023,BATTLECRY
EX1_623,BATTLECRY
EX1_506,BATTLECRY
CFM_712_t22,JADE_GOLEM
OG_315,BATTLECRY
GVG_067a,AURA
EX1_277,ImmuneToSpellpower
CFM_671,BATTLECRY
LOEA09_6,BATTLECRY
AT_017,BATTLECRY
GVG_035,DEATHRATTLE
OG_104e,TAG_ONE_TURN_EFFECT
LOE_003,BATTLECRY
OG_284,BATTLECRY
OG_284,RITUAL
OG_284,TAUNT
EX1_611,SECRET
OG_340,TAUNT
OG_340,CANT_BE_TARGETED_BY_SPELLS
OG_340,CANT_BE_TARGETED_BY_HERO_POWERS
OG_323,DEATHRATTLE
NAX8_03,DEATHRATTLE
EX1_558,BATTLECRY
EX1_116,BATTLECRY
EX1_116,CHARGE
AT_114,TAUNT
BRM_014,BATTLECRY
CS2_121,TAUNT
EX1_002,BATTLECRY
EX1_612,BATTLECRY
EX1_020,DIVINE_SHIELD
CS2_147,BATTLECRY
TB_SPT_BossHeroPower,AI_MUST_PLAY
NAXM_002,DEATHRATTLE
TB_KTRAF_4,DEATHRATTLE
KAR_710,BATTLECRY
OG_044c,CHARGE
OG_044c,STEALTH
KAR_A10_05,AUTOATTACK
OG_247,STEALTH
AT_103,BATTLECRY
KAR_009,BATTLECRY
EX1_538t,CHARGE
EX1_166,CHOOSE_ONE
BRMC_87,DEATHRATTLE
LOE_089,DEATHRATTLE
OG_102,BATTLECRY
AT_119,INSPIRE
BRMA13_5,BATTLECRY
NAX10_02,DEATHRATTLE
OG_218e,ENRAGED
BRMA14_8,AI_MUST_PLAY
LOEA09_3,AI_MUST_PLAY
TB_KTRAF_12,BATTLECRY
TB_CoOpv3_BOSS3e,TAG_ONE_TURN_EFFECT
KAR_033,BATTLECRY
EX1_059,BATTLECRY
AT_109,INSPIRE
AT_109,CANT_ATTACK
AT_039e,TAG_ONE_TURN_EFFECT
EX1_412,ENRAGED
BRM_026,BATTLECRY
EX1_045,CANT_ATTACK
OG_207,BATTLECRY
NEW1_007,CHOOSE_ONE
PRO_001,BATTLECRY
LOE_073,BATTLECRY
KAR_057,BATTLECRY
AT_088,FORGETFUL
OG_328,BATTLECRY
GVG_053,BATTLECRY
KAR_A02_05H,AURA
OG_291,BATTLECRY
TB_FW_DrBoomMega,BATTLECRY
CFM_712_t19,JADE_GOLEM
KAR_A10_10,AUTOATTACK
KARA_00_06e,TAG_ONE_TURN_EFFECT
OG_162,BATTLECRY
OG_162,RITUAL
OG_131,BATTLECRY
OG_131,RITUAL
OG_131,TAUNT
LOEA16_21H,AURA
NEW1_018,BATTLECRY
OG_330,DEATHRATTLE
LOEA06_02,AI_MUST_PLAY
FP1_015,DEATHRATTLE
OG_327,TAUNT
CS2_045e,TAG_ONE_TURN_EFFECT
EX1_076,AURA
TB_SPT_Minion1,TAUNT
EX1_097,DEATHRATTLE
EX1_097,TAUNT
FP1_007,DEATHRATTLE
EX1_591,AURA
GVG_110,BATTLECRY
CFM_610,BATTLECRY
TB_KTRAF_6m,POISONOUS
DS1_055,BATTLECRY
tt_010,SECRET
NEW1_030,BATTLECRY
LOEA07_03,AI_MUST_PLAY
NEW1_010,CHARGE
NEW1_010,DIVINE_SHIELD
NEW1_010,TAUNT
NEW1_010,WINDFURY
LOEA09_2eH,TAG_ONE_TURN_EFFECT
FP1_031,AURA
BRMA15_4,CHARGE
NAX15_02H,AI_MUST_PLAY
NAX15_02H,FREEZE
OG_334,RITUAL
NEW1_016,BATTLECRY
BRMA17_8,AI_MUST_PLAY
EX1_298,CANT_ATTACK
EX1_178,CHOOSE_ONE
GVG_021,AURA
BRMA01_4t,TAUNT
BRMC_94,DEATHRATTLE
CFM_756,TAUNT
XXX_107,ImmuneToSpellpower
GVG_082,DEATHRATTLE
BRM_024,BATTLECRY
CS2_131,CHARGE
GVG_024,AURA
GVG_081,STEALTH
CFM_809,BATTLECRY
TB_SPT_DPromoSecret2,SECRET
CFM_668t,BATTLECRY
EX1_610,SECRET
CS2_041e,TAUNT
AT_095,DIVINE_SHIELD
AT_095,STEALTH
EX1_362,BATTLECRY
KAR_004,SECRET
CFM_712_t18,JADE_GOLEM
LOEA15_3,BATTLECRY
EX1_093,BATTLECRY
CFM_712_t09,JADE_GOLEM
OG_026,BATTLECRY
GVG_076,DEATHRATTLE
LOEA16_4,ImmuneToSpellpower
TB_SPT_DPromoCrate3,DEATHRATTLE
EX1_170,POISONOUS
CFM_759,DEATHRATTLE
KARA_09_03a,DEATHRATTLE
GVG_036,DEATHRATTLE
CS2_033,FREEZE
BRM_010,CHOOSE_ONE
EX1_533,SECRET
CS2_188,BATTLECRY
CFM_691,DEATHRATTLE
CFM_691,STEALTH
CFM_691,JADE_GOLEM
EX1_594,SECRET
GVG_074,BATTLECRY
OG_044,AURA
EX1_613,COMBO
BRMC_84,BATTLECRY
EX1_062,CHARGE
OG_120,DEATHRATTLE
XXX_060,ImmuneToSpellpower
BRM_009,TAUNT
KAR_A10_09,AUTOATTACK
CFM_712_t03,JADE_GOLEM
AT_049,INSPIRE
KAR_A02_03H,AURA
KAR_A10_02,AUTOATTACK
BRMA03_3H,AURA
BRMA03_3H,InvisibleDeathrattle
AT_071,BATTLECRY
AT_073,SECRET
EX1_616,AURA
LOE_047,BATTLECRY
KAR_069,BATTLECRY
CFM_712_t24,JADE_GOLEM
CFM_712_t06,JADE_GOLEM
LOEA01_12,DEATHRATTLE
EX1_609,SECRET
EX1_016,DEATHRATTLE
CS2_017o,TAG_ONE_TURN_EFFECT
CS2_117,BATTLECRY
EX1_565,ADJACENT_BUFF
EX1_565,AURA
EX1_603,BATTLECRY
CFM_699e,TAG_ONE_TURN_EFFECT
BRMA09_3Ht,TAUNT
TB_CoOpv3_009e,TAUNT
EX1_382,BATTLECRY
GVG_068a,AURA
EX1_287,SECRET
LOEA07_24,TAUNT
LOEA07_24,CANT_ATTACK
AT_116,BATTLECRY
EX1_393,ENRAGED
NEW1_041,BATTLECRY
CFM_815,DIVINE_SHIELD
CFM_815,TAUNT
GVG_095,AURA
XXX_103,ImmuneToSpellpower
EX1_593,BATTLECRY
TB_FW_OmegaMax,BATTLECRY
TB_FW_OmegaMax,DIVINE_SHIELD
AT_042t2,STEALTH
LOEA07_03h,AI_MUST_PLAY
GVG_056,BATTLECRY
BRM_003e,TAG_ONE_TURN_EFFECT
BRMA12_2H,AI_MUST_PLAY
CFM_666,WINDFURY
BRMA14_4H,AI_MUST_PLAY
EX1_066,BATTLECRY
EX1_166b,SILENCE
AT_097,TAUNT
NEW1_024,BATTLECRY
OG_096,BATTLECRY
OG_096,RITUAL
AT_125,CHARGE
EX1_564,BATTLECRY
GVG_041,CHOOSE_ONE
CFM_661e,TAG_ONE_TURN_EFFECT
CFM_750,BATTLECRY
NAX10_02H,DEATHRATTLE
NAX10_02H,WINDFURY
EX1_577,DEATHRATTLE
BRMA13_7,WINDFURY
KAR_097,BATTLECRY
KARA_08_02H,AI_MUST_PLAY
CFM_690,COMBO
CFM_690,JADE_GOLEM
OG_321,RITUAL
OG_321,TAUNT
CFM_699,BATTLECRY
OG_295,BATTLECRY
FP1_008,CANT_BE_TARGETED_BY_SPELLS
FP1_008,CANT_BE_TARGETED_BY_HERO_POWERS
KAR_030a,BATTLECRY
XXX_100,BATTLECRY
LOE_116,BATTLECRY
OG_281,BATTLECRY
OG_281,RITUAL
EX1_155,CHOOSE_ONE
GVG_043,BATTLECRY
CS2_088,BATTLECRY
LOEA10_2,AI_MUST_PLAY
EX1_046,BATTLECRY
KAR_204,BATTLECRY
CFM_025,CHOOSE_ONE
CFM_120,DEATHRATTLE
BRMA04_3,DEATHRATTLE
NAX15_02,AI_MUST_PLAY
NAX15_02,FREEZE
OG_249,DEATHRATTLE
OG_249,TAUNT
GVG_122,AURA
GVG_092,BATTLECRY
KAR_044,STEALTH
OG_156,BATTLECRY
AT_035t,TOPDECK
EX1_043,BATTLECRY
EX1_096,DEATHRATTLE
BRMA12_3,EVIL_GLOW
BRMA12_3,ImmuneToSpellpower
EX1_534,DEATHRATTLE
NEW1_011,CHARGE
AT_022,InvisibleDeathrattle
NAX7_02,TAUNT
KAR_A10_06,AUTOATTACK
TB_FW_ImbaTron,BATTLECRY
TB_FW_ImbaTron,DIVINE_SHIELD
TB_FW_ImbaTron,TAUNT
AT_018,INSPIRE
FP1_011,DEATHRATTLE
NEW1_008,CHOOSE_ONE
CS1_042,TAUNT
CS2_083e,TAG_ONE_TURN_EFFECT
EX1_010,STEALTH
AT_006,INSPIRE
FP1_021,DEATHRATTLE
AT_112,BATTLECRY
AT_076,INSPIRE
AT_002,SECRET
GVG_058,DIVINE_SHIELD
OG_028,TAUNT
LOEA04_06a,ImmuneToSpellpower
AT_042t,CHARGE
CS2_051,TAUNT
BRMA10_4,InvisibleDeathrattle
OG_255,BATTLECRY
OG_255,RITUAL
NAX14_04,FREEZE
BRMA14_2H,AI_MUST_PLAY
OG_031,DEATHRATTLE
CFM_300,TAUNT
CS2_171,CHARGE
CFM_067,BATTLECRY
CFM_712_t02,JADE_GOLEM
GVG_057a,TAG_ONE_TURN_EFFECT
BRMC_99e,TAUNT
CFM_712_t27,JADE_GOLEM
LOE_039,BATTLECRY
EX1_131,COMBO
BRMA14_9,AURA
OG_301,BATTLECRY
OG_301,RITUAL
NEW1_027,AURA
CFM_324,DEATHRATTLE
CFM_324,TAUNT
TU4f_007,BATTLECRY
KARA_13_03H,CHARGE
AT_046,BATTLECRY
LOEA09_3b,AI_MUST_PLAY
EX1_164,CHOOSE_ONE
AT_061e,TAG_ONE_TURN_EFFECT
OG_216,DEATHRATTLE
KARA_09_08,TAUNT
LOE_022,TAUNT
TB_SPT_DPromoCrate1,DEATHRATTLE
CFM_806,BATTLECRY
CFM_806,TAUNT
GVG_096,DEATHRATTLE
CS2_196,BATTLECRY
OG_318t,TAUNT
CFM_712_t13,JADE_GOLEM
OG_147,DEATHRATTLE
FP1_024,DEATHRATTLE
FP1_024,TAUNT
OG_047e,TAG_ONE_TURN_EFFECT
LOEA04_02,AI_MUST_PLAY
LOEA07_11,TAUNT
NAX10_01,AI_MUST_PLAY
OG_070,COMBO
EX1_057,BATTLECRY
BRMC_92,BATTLECRY
FP1_003,BATTLECRY
OG_047,CHOOSE_ONE
TB_SPT_DPromoSecret9,SECRET
OG_109,BATTLECRY
OG_109,DEATHRATTLE
GVG_108,BATTLECRY
AT_042,CHOOSE_ONE
LOE_010,POISONOUS
EX1_384,ImmuneToSpellpower
BRMA14_7,AURA
TB_KaraPortal_003,TAG_ONE_TURN_EFFECT
BRM_030,BATTLECRY
EX1_323,BATTLECRY
CFM_816,BATTLECRY
CFM_660,BATTLECRY
XXX_110,BATTLECRY
OG_317,DEATHRATTLE
KARA_12_03,SECRET
KARA_12_03,ImmuneToSpellpower
BRMA14_2,AI_MUST_PLAY
EX1_304,BATTLECRY
EX1_584,BATTLECRY
EX1_393e,ENRAGED
LOE_023,BATTLECRY
CFM_712_t28,JADE_GOLEM
CFM_621,BATTLECRY
CS2_073,COMBO
CFM_712_t30,JADE_GOLEM
AT_106,BATTLECRY
TB_GiftExchange_Treasure,DEATHRATTLE
TB_SPT_DPromoSecre8,SECRET
CFM_790,BATTLECRY
CFM_790,TAUNT
EX1_554,SECRET
GVG_098,CHARGE
GVG_098,TAUNT
GVG_084,WINDFURY
TB_KTRAF_8,BATTLECRY
OG_320,BATTLECRY
EX1_543,CHARGE
AT_086,BATTLECRY
DREAM_01,CANT_BE_TARGETED_BY_SPELLS
DREAM_01,CANT_BE_TARGETED_BY_HERO_POWERS
NAX10_01H,AI_MUST_PLAY
AT_040,BATTLECRY
PART_005,FREEZE
EX1_626,SILENCE
CFM_342,BATTLECRY
CS2_189,BATTLECRY
GVG_114,DEATHRATTLE
BRM_029,BATTLECRY
CS2_222,AURA
TB_SPT_DPromoMinion2,CANT_ATTACK
TB_SPT_DPromoMinion2,AUTOATTACK
AT_123,DEATHRATTLE
AT_123,TAUNT
KARA_08_02,AI_MUST_PLAY
LOEA04_13bth,DIVINE_SHIELD
GVG_109,STEALTH
KAR_A02_13,AI_MUST_PLAY
CS2_024,FREEZE
BRMA13_2H,AI_MUST_PLAY
CFM_687,BATTLECRY
KARA_13_13,AI_MUST_PLAY
LOEA09_7,DEATHRATTLE
LOEA09_7,TAUNT
FP1_014,DEATHRATTLE
NAX12_04e,TAG_ONE_TURN_EFFECT
LOEA15_3H,BATTLECRY
FP1_026,DEATHRATTLE
CFM_636,STEALTH
TB_CoOpv3_Boss,TAUNT
TB_CoOpv3_Boss,InvisibleDeathrattle
OG_292,BATTLECRY
EX1_049,BATTLECRY
CS2_026,FREEZE
EX1_009e,ENRAGED
BRMA14_6H,AI_MUST_PLAY
AT_037,CHOOSE_ONE
AT_099,INSPIRE
OG_319,TAUNT
GVG_119,BATTLECRY
GVG_042,BATTLECRY
KAR_712,AURA
EX1_tk11,TAUNT
TB_PickYourFate_4_EnchMinion,DEATHRATTLE
EX1_390,ENRAGED
EX1_390,TAUNT
BRM_033,BATTLECRY
EX1_017,STEALTH
KARA_04_05,CHARGE
OG_267,DEATHRATTLE
CFM_707,JADE_GOLEM
CS2_037,FREEZE
KAR_005,DEATHRATTLE
EX1_332,SILENCE
CS1_069,TAUNT
LOEA06_02h,AI_MUST_PLAY
CFM_647,BATTLECRY
NAX2_03H,ImmuneToSpellpower
GVG_004,BATTLECRY
FP1_023,DEATHRATTLE
EX1_294,SECRET
CS2_181,BATTLECRY
CFM_712_t10,JADE_GOLEM
CS2_005o,TAG_ONE_TURN_EFFECT
LOEA16_21,AURA
OG_303,RITUAL
CFM_637,CHARGE
CFM_316,DEATHRATTLE
CS2_221,ENRAGED
NAX15_03t,TAUNT
OG_033,DEATHRATTLE
XXX_008,FREEZE
OG_282,BATTLECRY
OG_282,RITUAL
TB_SPT_DPromoSecret3,SECRET
TB_SPT_DPromoSecret7,SECRET
XXX_102,ImmuneToSpellpower
AT_057o,TAG_ONE_TURN_EFFECT
EX1_289,SECRET
EX1_154,CHOOSE_ONE
AT_058,BATTLECRY
AT_069,BATTLECRY
AT_069,TAUNT
KAR_A02_04,AURA
CFM_715,BATTLECRY
CFM_715,JADE_GOLEM
EX1_011,BATTLECRY
BRMA01_2,AI_MUST_PLAY
DS1_070,BATTLECRY
AT_108,BATTLECRY
BRMA14_4,AI_MUST_PLAY
EX1_306,BATTLECRY
FP1_012,DEATHRATTLE
FP1_012,TAUNT
GVG_105,DEATHRATTLE
EX1_085,BATTLECRY
TB_SPT_DPromoSecret4,SECRET
GVG_002,FREEZE
KARA_09_03a_heroic,DEATHRATTLE
CFM_712_t08,JADE_GOLEM
CFM_655,BATTLECRY
OG_150,ENRAGED
