card_id,play_requirement,value
KAR_026,REQ_MINIMUM_ENEMY_MINIONS,1
KARA_08_05H,REQ_TARGET_TO_PLAY,0
KARA_08_05H,REQ_MINION_TARGET,0
KARA_08_05H,REQ_MINIMUM_ENEMY_MINIONS,1
KARA_08_05H,REQ_ENEMY_TARGET,0
EX1_625t,REQ_TARGET_TO_PLAY,0
FP1_025,REQ_TARGET_TO_PLAY,0
FP1_025,REQ_MINION_TARGET,0
CS2_188,REQ_TARGET_IF_AVAILABLE,0
CS2_188,REQ_MINION_TARGET,0
CS2_038,REQ_TARGET_TO_PLAY,0
CS2_038,REQ_MINION_TARGET,0
XXX_059,REQ_TARGET_TO_PLAY,0
XXX_059,REQ_HERO_TARGET,0
EX1_371,REQ_TARGET_TO_PLAY,0
EX1_371,REQ_MINION_TARGET,0
LOEA16_10,REQ_TARGET_TO_PLAY,0
LOEA16_10,REQ_MINION_TARGET,0
EX1_155a,REQ_TARGET_TO_PLAY,0
EX1_155a,REQ_MINION_TARGET,0
CFM_608,REQ_TARGET_TO_PLAY,0
CFM_608,REQ_MINION_TARGET,0
XXX_060,REQ_TARGET_TO_PLAY,0
CS2_101_H1_AT_132,REQ_NUM_MINION_SLOTS,1
EX1_154b,REQ_TARGET_TO_PLAY,0
EX1_154b,REQ_MINION_TARGET,0
XXX_051,REQ_TARGET_TO_PLAY,0
XXX_043,REQ_TARGET_TO_PLAY,0
XXX_043,REQ_HERO_TARGET,0
CS2_117,REQ_TARGET_IF_AVAILABLE,0
EX1_603,REQ_TARGET_IF_AVAILABLE,0
EX1_603,REQ_NONSELF_TARGET,0
EX1_603,REQ_MINION_TARGET,0
BRMA09_5,REQ_NUM_MINION_SLOTS,1
EX1_382,REQ_TARGET_IF_AVAILABLE,0
EX1_382,REQ_MINION_TARGET,0
EX1_382,REQ_ENEMY_TARGET,0
EX1_581,REQ_TARGET_TO_PLAY,0
EX1_581,REQ_MINION_TARGET,0
EX1_581,REQ_ENEMY_TARGET,0
AT_013,REQ_TARGET_TO_PLAY,0
AT_013,REQ_MINION_TARGET,0
BRMA02_2,REQ_NUM_MINION_SLOTS,1
LOEA02_10c,REQ_NUM_MINION_SLOTS,1
GVG_050,REQ_MINIMUM_TOTAL_MINIONS,1
XXX_103,REQ_TARGET_TO_PLAY,0
XXX_009,REQ_TARGET_TO_PLAY,0
XXX_009,REQ_MINION_TARGET,0
EX1_316,REQ_FRIENDLY_TARGET,0
EX1_316,REQ_TARGET_TO_PLAY,0
EX1_316,REQ_MINION_TARGET,0
BRMA09_6,REQ_LEGENDARY_TARGET,0
BRMA09_6,REQ_TARGET_TO_PLAY,0
BRMA09_6,REQ_MINION_TARGET,0
EX1_160a,REQ_NUM_MINION_SLOTS,1
EX1_246,REQ_TARGET_TO_PLAY,0
EX1_246,REQ_MINION_TARGET,0
EX1_166a,REQ_TARGET_TO_PLAY,0
EX1_166b,REQ_TARGET_TO_PLAY,0
EX1_166b,REQ_MINION_TARGET,0
CS2_049_H1_AT_132,REQ_NUM_MINION_SLOTS,1
EX1_564,REQ_TARGET_IF_AVAILABLE,0
EX1_564,REQ_NONSELF_TARGET,0
EX1_564,REQ_MINION_TARGET,0
GVG_041,REQ_TARGET_IF_AVAILABLE,0
GVG_041,REQ_MINION_TARGET,0
EX1_622,REQ_TARGET_MIN_ATTACK,5
EX1_622,REQ_TARGET_TO_PLAY,0
EX1_622,REQ_MINION_TARGET,0
CFM_690,REQ_TARGET_TO_PLAY,0
EX1_302,REQ_TARGET_TO_PLAY,0
EX1_302,REQ_MINION_TARGET,0
CS2_049_H1,REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,0
CS2_049_H1,REQ_NUM_MINION_SLOTS,1
BRMA09_2,REQ_NUM_MINION_SLOTS,1
KAR_075,REQ_TARGET_TO_PLAY,0
BRMA07_2_2_TB,REQ_MINIMUM_ENEMY_MINIONS,1
EX1_155,REQ_TARGET_TO_PLAY,0
EX1_155,REQ_MINION_TARGET,0
GVG_038,REQ_TARGET_TO_PLAY,0
EX1_046,REQ_TARGET_IF_AVAILABLE,0
EX1_046,REQ_MINION_TARGET,0
GVG_019,REQ_TARGET_TO_PLAY,0
GVG_019,REQ_MINION_TARGET,0
KAR_025,REQ_NUM_MINION_SLOTS,1
XXX_013,REQ_TARGET_TO_PLAY,0
XXX_013,REQ_HERO_TARGET,0
XXX_021,REQ_TARGET_TO_PLAY,0
PART_003,REQ_TARGET_TO_PLAY,0
PART_003,REQ_MINION_TARGET,0
KARA_09_07,REQ_TARGET_TO_PLAY,0
NEW1_008,REQ_TARGET_IF_AVAILABLE,0
AT_132_PRIEST,REQ_TARGET_TO_PLAY,0
EX1_241,REQ_TARGET_TO_PLAY,0
EX1_539,REQ_TARGET_TO_PLAY,0
EX1_596,REQ_TARGET_TO_PLAY,0
EX1_596,REQ_MINION_TARGET,0
GVG_010,REQ_TARGET_TO_PLAY,0
GVG_010,REQ_MINION_TARGET,0
EX1_360,REQ_TARGET_TO_PLAY,0
EX1_360,REQ_MINION_TARGET,0
PART_004,REQ_FRIENDLY_TARGET,0
PART_004,REQ_TARGET_TO_PLAY,0
PART_004,REQ_MINION_TARGET,0
CS2_034_H1,REQ_TARGET_TO_PLAY,0
EX1_144,REQ_FRIENDLY_TARGET,0
EX1_144,REQ_TARGET_TO_PLAY,0
EX1_144,REQ_MINION_TARGET,0
BRMA17_5H,REQ_NUM_MINION_SLOTS,1
CFM_067,REQ_TARGET_IF_AVAILABLE,0
CFM_067,REQ_MINION_TARGET,0
BRMA03_2,REQ_TARGET_TO_PLAY,0
NEW1_031,REQ_NUM_MINION_SLOTS,1
CS2_008,REQ_TARGET_TO_PLAY,0
BRMA01_2H_2_TB,REQ_NUM_MINION_SLOTS,1
BRMA09_4,REQ_NUM_MINION_SLOTS,1
NAX10_03H,REQ_TARGET_TO_PLAY,0
NAX10_03H,REQ_MINION_TARGET,0
TB_KTRAF_HP_KT_3,REQ_FRIENDLY_MINION_DIED_THIS_GAME,0
XXX_014,REQ_TARGET_TO_PLAY,0
XXX_014,REQ_HERO_TARGET,0
KAR_077,REQ_TARGET_TO_PLAY,0
KAR_077,REQ_MINION_TARGET,0
EX1_057,REQ_FRIENDLY_TARGET,0
EX1_057,REQ_TARGET_IF_AVAILABLE,0
EX1_057,REQ_NONSELF_TARGET,0
EX1_057,REQ_MINION_TARGET,0
PART_002,REQ_FRIENDLY_TARGET,0
PART_002,REQ_TARGET_TO_PLAY,0
PART_002,REQ_MINION_TARGET,0
DS1h_292_H1_AT_132,REQ_STEADY_SHOT,0
DS1h_292_H1_AT_132,REQ_MINION_OR_ENEMY_HERO,0
LOE_104,REQ_TARGET_TO_PLAY,0
LOE_104,REQ_MINION_TARGET,0
LOE_104,REQ_ENEMY_TARGET,0
GVG_108,REQ_FRIENDLY_TARGET,0
GVG_108,REQ_TARGET_IF_AVAILABLE,0
GVG_108,REQ_MINION_TARGET,0
NAX12_02,REQ_MINIMUM_ENEMY_MINIONS,1
EX1_408,REQ_TARGET_TO_PLAY,0
CFM_816,REQ_FRIENDLY_TARGET,0
CFM_816,REQ_TARGET_IF_AVAILABLE,0
CFM_816,REQ_TARGET_WITH_RACE,20
CFM_816,REQ_MINION_TARGET,0
CFM_660,REQ_FRIENDLY_TARGET,0
CFM_660,REQ_TARGET_IF_AVAILABLE,0
CFM_660,REQ_MINION_TARGET,0
CS2_004,REQ_TARGET_TO_PLAY,0
CS2_004,REQ_MINION_TARGET,0
CS2_104,REQ_DAMAGED_TARGET,0
CS2_104,REQ_TARGET_TO_PLAY,0
CS2_104,REQ_MINION_TARGET,0
AT_132_MAGE,REQ_TARGET_TO_PLAY,0
CS2_073,REQ_TARGET_TO_PLAY,0
CS2_073,REQ_MINION_TARGET,0
AT_106,REQ_TARGET_IF_AVAILABLE,0
AT_106,REQ_TARGET_WITH_RACE,15
AT_106,REQ_MINION_TARGET,0
CS1h_001_H1_AT_132,REQ_TARGET_TO_PLAY,0
OG_080e,REQ_FRIENDLY_TARGET,0
OG_080e,REQ_TARGET_TO_PLAY,0
OG_080e,REQ_MINION_TARGET,0
KAR_A10_22H,REQ_FRIENDLY_TARGET,0
KAR_A10_22H,REQ_TARGET_TO_PLAY,0
KAR_A10_22H,REQ_MINION_TARGET,0
CS2_089,REQ_TARGET_TO_PLAY,0
AT_056,REQ_TARGET_TO_PLAY,0
AT_056,REQ_MINION_TARGET,0
AT_040,REQ_FRIENDLY_TARGET,0
AT_040,REQ_TARGET_IF_AVAILABLE,0
AT_040,REQ_TARGET_WITH_RACE,20
AT_040,REQ_MINION_TARGET,0
PART_005,REQ_TARGET_TO_PLAY,0
PART_005,REQ_MINION_TARGET,0
AT_004,REQ_TARGET_TO_PLAY,0
